Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11,Segment 12,Segment 13,Segment 14,Segment 15,Segment 16,Segment 17,Segment 18,Segment 19,Segment 20,Segment 21,Segment 22,Segment 23,Segment 24,Segment 25,Segment 26,Segment 27,Segment 28,Segment 29,Segment 30,Segment 31,Segment 32,Segment 33,Segment 34,Segment 35,Segment 36,Segment 37,Segment 38,Segment 39,Segment 40,Segment 41,Segment 42,Segment 43,Segment 44,Segment 45,Segment 46,Segment 47,Segment 48,Segment 49,Segment 50,Segment 51,Segment 52,Segment 53,Segment 54,Segment 55,Segment 56,Segment 57,Segment 58,Segment 59,Segment 60,Segment 61,Segment 62,Segment 63,Segment 64,Segment 65,Segment 66,Segment 67,Segment 68,Segment 69,Segment 70,Segment 71,Segment 72,Segment 73,Segment 74,Segment 75,Segment 76,Segment 77,Segment 78,Segment 79
11.872972580511382,-50.954096238575694,248.6159354942824,-201.77293334433736,246.5874138646335,-68.94476249911247,1784.5901060002468,-958.0819497363228,-152.3041401789216,-275.8509922243045,-487.3761192890897,-297.77356966921906,-433.1274819118456,-297.3156702364327,343.3788740891829,1206.057959743479,1099.063324631903,-805.2711064471058,-385.14434208198367,-192.21514808742344,-194.05329506483065,-867.9673405214608,-557.0792967829996,646.7392006115886,-388.8022417542524,-233.9827065448397,-611.1814560970312,-468.60250317856537,111.7513768407881,-1140.700409440955,-562.8075309271046,9.52726890751256,-551.5931914850732,-533.9515297492463,78.38185473110322,-593.113706063883,-638.9169848835155,-698.561039162835,-710.3169871305253,370.02883936812793,-302.5595272084166,581.3016532597283,-926.661552351624,-37.316224336863485,429.0448847877426,678.8911164415213,660.681051719143,1315.3994056858162,-468.66178740426415,-500.3920095320022,753.4415099703906,420.9119865566405,1623.2612255741665,188.9739861056039,-288.6043740635517,-448.3345909668047,286.02776514209336,36.670625315469536,-749.221525695883,-470.9062691092139,-352.06434027498733,-389.9633823739603,-169.44578250568094,-206.7698549002832,293.80975559933785,525.6944959005458,850.8565930851407,447.5234449557333,-46.73471093205603,-610.4425532914197,-189.4163466186588,-284.7212161126727,-464.5165017975939,-336.31931654769625,-210.7573892206385,19.204042720553147,341.4871408666648,-513.5138841842878,751.058421146313
35.81350390959825,-99.30524490257642,210.934570071408,-235.75099381726736,157.63954516852948,30.724512300581274,1776.455137760889,-995.5384673020288,-178.3064293468355,-288.41443039689767,-532.1089200547164,-337.8241950520925,-462.4196209399129,-335.0898272031307,448.708060468841,1181.2777690450507,1136.492240287078,-780.9008239997689,-407.3942479135175,-226.4241987385911,-208.556567788286,-906.170699017974,-522.1525446263358,733.2628176825447,-406.4217735718972,-265.0002111367063,-621.2834707245577,-489.1314027264119,158.45452819392628,-1071.4153044469758,-593.270688905562,105.15409190289564,-538.9875597953115,-598.3492410177292,33.7730996016632,-578.4787345002923,-650.3759831156511,-706.918219571382,-640.4714403289995,324.1627674994064,-326.12274013760674,516.0021894166996,-954.650151019324,-58.95439441763468,480.4470647308999,648.690354125928,579.763177299889,1377.4190160112246,-454.5721928619575,-430.3278580298342,835.45607943135,498.7046312769053,1618.4813860050322,183.3399559369478,-326.2453760063296,-364.1385324866743,235.8861067370544,25.52226912869413,-779.649693106033,-475.9454627397124,-382.8948522930496,-411.0783164627802,-198.54430572951355,-231.10192259750625,249.68197227821645,497.5195803387526,803.591377757266,390.8374906349629,-57.60349431438488,-488.4678300588368,-232.19235382960085,-196.98548330358,-490.3402351197489,-373.07066965052906,-235.8285189577213,-26.916195678842637,304.2764405536129,-569.379572863833,718.0333389777912
58.68212125490725,-142.730475122191,176.90547753912867,-268.05472721383705,73.56252544217014,134.6872095410899,1768.1014144448632,-1032.0668549803613,-204.99160954174644,-301.1754032046461,-571.807818492946,-377.0419148860464,-488.9911648478968,-374.8763560566081,550.8518558170233,1146.5121982902526,1160.6464668433273,-746.5460681332967,-431.4029565702437,-260.88976739170806,-222.91055540150623,-940.0420304361844,-477.13911039410544,809.8031306116704,-420.046835628837,-297.6472189279074,-624.637170973136,-505.8002944045554,204.29206175825752,-992.9794580525128,-621.8723937373915,193.51832564892564,-526.1902275216756,-659.2930519583069,-5.772679683900389,-568.6785794546038,-654.155185576612,-708.5894044257651,-563.4503507140141,275.4574147937823,-350.9358958220267,451.7938960019232,-979.0004192405517,-84.25976285995517,522.3812829003525,608.9278071820033,500.34555343488734,1429.2592509369792,-434.0270963022698,-360.790490482366,910.614838375701,568.6261266113693,1615.7642035312313,176.64099326611026,-364.8426913038976,-272.39710913231124,183.5170504906264,17.089086833195203,-811.1711965367566,-478.908054577486,-414.181425537332,-435.0413271675493,-226.3480753983978,-252.18991192415032,210.34949363009991,466.4068485110596,752.2503918552949,335.60125973573656,-62.47054435094283,-362.6270011409527,-275.72680105504566,-102.71422052490374,-518.2038836435319,-411.7951785493436,-257.95338023426444,-72.42975668908782,268.25879339903025,-624.6566054767383,685.5208221919447
79.48684820230963,-181.42238865083084,146.28033324051273,-299.25440791708365,-4.840527289589773,241.22427428191432,1759.9264489426828,-1067.3945345310294,-232.20388146607672,-314.7918214754661,-606.1220891018733,-414.4182560322676,-511.8510694120211,-416.41430747148416,648.1685745045972,1102.893534408413,1171.637671657185,-702.0160672156958,-457.295635714652,-295.9774840334608,-237.62103653110623,-968.4374716172224,-422.172713670738,875.1782216802972,-430.298010746684,-332.1782489354216,-620.2999699058732,-517.6556707345519,248.11246762933428,-906.599621885619,-647.6632090718153,273.01136559597126,-513.498966700837,-716.1388652192999,-40.41496170041124,-564.7628259794658,-649.3245016322813,-702.6798038678068,-480.1778567823603,224.86498637692875,-377.33239825956736,389.4092312195299,-998.5915973679848,-112.58209952743324,554.1006142834322,560.8986072084448,423.26041112828926,1470.4577729329474,-407.045600630244,-293.261402445852,977.8629685637976,629.6862093785295,1615.1886004062935,168.97192976487958,-403.7822140614351,-174.36044642771876,129.51035514408932,10.896468148758537,-843.524303232019,-480.3175654006453,-445.77062631592014,-461.6560629633111,-253.1891237659667,-270.6620310303512,175.7844942092199,433.1314446543242,697.8253028898176,282.49783966457005,-62.08901972377202,-234.94204403498225,-320.19353211958395,-3.310081356181225,-547.897283629635,-452.1456661854987,-277.5127441267974,-117.72482516624224,233.11336867363957,-679.1314450440889,654.0181072392203
97.306927063951,-215.70954594126732,118.70605695568216,-329.9117851183266,-76.99412619013029,348.53257587477293,1752.1014438736008,-1101.286843220208,-259.6226422630267,-329.8140365962066,-634.8907860615928,-448.84598493067887,-529.9999702036032,-459.2985652344228,739.1295142733283,1051.6848632126084,1169.8037905513756,-647.3578899765398,-485.0753336634591,-331.9694085449738,-253.10447003759435,-990.2430062933156,-357.6363620067046,928.4674921032664,-437.8651261388066,-368.7064767543725,-607.4348594533338,-523.7818589389791,288.81331988712066,-813.7520606866291,-669.619128271609,342.2409322303846,-501.1801212862928,-768.2318898368244,-70.48556595076799,-567.4953324804728,-635.0796523893229,-688.4109760228209,-391.7697245605527,173.3102093164253,-405.5480875292525,329.4728846763045,-1012.3060347496514,-143.22832915110635,575.1095554501602,506.0233780343896,349.1945359403527,1500.7482595100685,-373.8277472758047,-229.2040354947179,1036.3317205998762,681.1058814514857,1616.7855068528893,160.44234042201737,-442.3254874233952,-71.45936993522659,74.58396737760815,6.427552316148174,-876.3467275336901,-480.71539057405766,-477.3651291771216,-490.588366416628,-279.4215781474683,-287.17914125976694,145.81705621676198,398.454857728437,641.2638996343404,232.06481574927565,-57.288137107887806,-107.49382568246156,-365.6319220075373,99.6744278107809,-579.0912166430888,-493.63065043119633,-294.952155199303,-163.14472086495348,198.50062098417487,-732.588788730492,623.9138798234173
111.32403494099488,-246.03966110801707,93.74104848062731,-360.5500468755241,-142.55228783623917,454.7760448174764,1744.5763350247837,-1133.5505156819786,-286.7645680235765,-346.657550811462,-658.1362234212272,-479.1495793353804,-542.4606096963174,-502.9847841573176,822.3541277385715,994.2408134879556,1155.6898361134367,-582.8678196813747,-514.6165405859572,-369.047520957159,-269.6703063796766,-1004.4120096533396,-284.1623921982948,969.0277217060236,-443.4831202045395,-407.1904579710854,-585.3471333518595,-523.3323582127107,325.3732574347125,-716.1452454573587,-686.6753891322406,400.067620604123,-489.468988929374,-814.9067571214475,-96.46711030793476,-577.3314989641195,-610.7779517218447,-665.1530948561004,-299.5088045203415,121.67035542739018,-435.7076384114934,272.4963999929941,-1019.0639012674916,-175.48182448338707,585.1761861928358,445.8037452696437,278.68126749876205,1520.0588102692757,-334.7578822635757,-170.02101530309412,1085.3483378445858,722.3306069119354,1620.5410091716508,151.17305986326156,-479.6259768912973,34.73130650956862,19.56610350675588,3.13989677464791,-909.1771176436844,-480.63828818863016,-508.5259000945261,-521.3670796892812,-305.4026134448104,-302.409336569486,120.14600330653536,363.1063678234575,583.4575901938297,184.6864996968877,-48.95187724430894,17.633749832397488,-411.93135488467,204.57880263560284,-611.3370148677581,-535.6212094798947,-310.7632047023676,-208.9657584508423,164.08443297000514,-784.8134253749128,595.482692384685
120.84927376922828,-272.960197059644,70.87411944350764,-391.624868939653,-201.3937044389745,558.1372540064408,1737.0932827534923,-1164.035585296148,-312.9924578920746,-365.5806189186388,-676.0526039716291,-504.1200368759804,-548.3097863603597,-546.7989475532454,896.6394262925044,931.9673434538043,1130.025415241162,-509.0944714509315,-545.6621074578296,-407.2798031068609,-287.5070395880932,-1010.0029295087212,-202.6235783682259,996.5003683297688,-447.9077339165722,-447.4254616608188,-553.5179751561543,-515.5611884293562,356.8802469519147,-615.6728720084699,-697.7639957600444,445.6328365100477,-478.5696023001945,-855.490379405963,-118.96643659159008,-594.4080035467763,-575.9703799384059,-632.4541034921551,-204.814043679842,70.75729344341799,-467.81315745882097,218.8760545315504,-1017.8590092524772,-208.6216668439936,584.3362906476148,381.7770872534493,212.09657857757108,1528.506074957252,-290.40146073317254,-117.01268299323549,1124.439422204167,753.0367374732438,1626.3985396254925,141.2925660829793,-514.7499117293092,142.5344080829085,-34.62642418073449,0.4816457035410175,-941.4591718620776,-480.59560970220207,-538.6798687831666,-553.3880837786317,-331.47255944623635,-317.0019734642692,98.35227862741516,327.76514329088826,525.2304792687268,140.59138879905618,-37.99843702858488,138.40869730833586,-458.8211822244306,309.6798159968773,-644.0692060838991,-577.3624852671257,-325.4638181286926,-255.37722402009683,129.5542092788,-835.5906140695685,568.883377825591
125.34489077115384,-297.09691301737865,49.54563658770684,-423.4975330137747,-253.61068785581568,656.8674301146629,1729.2079131203473,-1192.635622462019,-337.5307850027583,-386.6674969966529,-688.990412058991,-522.5531789881211,-546.7108877768719,-589.9515413347698,960.9830044808264,866.2817498393536,1093.699796471739,-426.83316329862384,-577.8238192706544,-446.6093024455736,-306.67231467629944,-1006.2157877730226,-114.11544312929549,1010.8103891601032,-451.8915152600174,-489.0398666294508,-511.6333919874825,-499.8531529365694,382.555241390056,-514.3589127876361,-701.8537873323618,478.377416674255,-468.6537135970841,-889.3081753067856,-138.68378020774753,-618.5451577735375,-530.4284978634902,-590.0645005270912,-109.20415143556852,21.301920488949804,-501.7353961999758,168.89383646624,-1007.7946512509218,-241.941367662867,572.8895572943782,315.4719714414236,149.65925093782394,1526.38554015907,-241.49514755426844,-71.3384426960632,1153.3282332214803,773.1312726222897,1634.260012277671,130.93332298562882,-546.7014180834328,250.2152479924985,-87.01315457170172,-2.093118429303583,-972.5485925834791,-481.04699032603577,-567.1330596107948,-585.9218292309752,-357.9348033157773,-331.5618250167277,79.91447725595926,293.0436377559479,467.3299684966486,99.85476910086015,-25.360688167495443,252.90285345552755,-505.866734844113,413.2383085266821,-676.6115127632065,-617.98982368649,-339.57804110365225,-302.4641914705996,94.646110428121,-884.7048378468963,544.1613254043634
124.43995092228164,-319.13092724233627,29.17032024482708,-456.41106030772033,-299.492507342175,749.333054939628,1720.31739829905,-1219.2862738271056,-359.48767369285133,-409.8179405976574,-697.4372653555693,-533.2903995312812,-536.9459273414967,-631.5562148400469,1014.599391889619,798.5740266109194,1047.735291097104,-337.11145547338526,-610.5868585086015,-486.8465589320787,-327.0872988902419,-992.4261043111331,-19.93034130705682,1012.157138548104,-456.1605639694975,-531.4969672399723,-459.6070728426772,-475.7518349497233,401.7706327800236,-414.2968159512941,-697.9916972420223,498.0506190851104,-459.8589262309311,-915.6940492229334,-156.37861776603216,-649.2615218980729,-474.1648827833192,-537.9565864634371,-14.25728999138309,-26.058741997560578,-537.2079985798852,122.72126600988884,-988.1182202189336,-274.7665765690475,551.3882201220727,248.36564359405045,91.43505905515958,1514.158434715865,-188.93040506651764,-33.98232753106804,1171.9265984154254,782.7452572705706,1643.9859238224224,120.2281697912165,-574.4514942167357,356.02789689878017,-136.57764141625225,-5.110068517111896,-1001.7230571280112,-482.381231765692,-593.088973612279,-618.1245747128675,-385.036162790859,-346.62410852372324,64.22612616139867,259.472920771488,410.41885839958906,62.40622405489111,-11.967794318406169,359.3388331346368,-552.471778209664,513.5455965638439,-708.1864685385509,-656.5494178452574,-353.61580490737634,-350.19384849730403,59.16262303256593,-931.9369496104476,521.2543686613868
117.93947280378588,-339.7748509021992,9.161080368814671,-490.4702439361956,-339.5038614438134,834.0574650850068,1709.6942837673298,-1243.9621222055555,-377.8827917782592,-434.7433860389178,-701.9959631361671,-535.260609901402,-518.4458931910555,-670.6526587403116,1056.9297322354207,730.1706207387796,993.2596218125938,-241.16620928133403,-643.3183167170014,-527.6657571985095,-348.535421209176,-968.2148186649594,78.47570629251051,1000.9981074278536,-461.3923865201514,-574.1024147601292,-397.5959343789896,-442.98411286341167,414.0631803317258,-317.5852675825126,-685.343685144055,504.7095406489743,-452.28606713987614,-934.0042421908094,-172.83327189086515,-685.7999374865698,-407.4459842947799,-476.3371481000392,78.43164666542626,-70.79157644759347,-573.82518943689,80.42572628201145,-958.253284682094,-306.47134457314644,520.6187112501024,181.84481443083516,37.34477183444806,1492.4357103138325,-133.73109044611874,-5.724015424787608,1180.3222421263338,782.2212882218809,1655.3945504510657,109.30684189090248,-596.9701894733938,458.26106430073264,-182.29719819147968,-9.06151488075791,-1028.195331004605,-484.8971026969792,-615.6718317817274,-649.0534821225992,-412.9484290234722,-362.6312111836712,50.61429968429579,227.49052237588484,355.0689684824627,28.041674964127832,1.2719562821801196,456.13050688546326,-597.8876022763344,608.9677281216543,-737.9288365417545,-692.0231639716234,-368.0531420521376,-398.4059278959096,22.989695098169676,-977.059884770484,500.0019344001052
