Segment 0,Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11,Segment 12,Segment 13,Segment 14,Segment 15,Segment 16,Segment 17,Segment 18,Segment 19,Segment 20,Segment 21,Segment 22,Segment 23,Segment 24,Segment 25,Segment 26,Segment 27,Segment 28,Segment 29,Segment 30,Segment 31,Segment 32,Segment 33,Segment 34,Segment 35,Segment 36,Segment 37,Segment 38,Segment 39,Segment 40,Segment 41,Segment 42,Segment 43,Segment 44,Segment 45,Segment 46,Segment 47
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
892.1709795300936,-430.4397172715624,566.2657212780705,-1138.2412202975686,-228.48931032772796,1074.806552995072,-851.1294490930395,-450.984863636643,505.3736540677488,1626.981897728674,128.3810662024678,-1145.6050947722422,-862.5113274127564,-627.9759113599429,40.20459103743646,1478.088340943602,-715.7795519122293,72.05702963690165,858.2329724880719,-760.6647624409887,-357.0075511008757,316.114873495355,794.1988953256167,-631.666946442786,1268.8559662362543,-880.9341887789187,231.846826236856,-637.2319558042343,-486.019038559571,1494.1594768192383,-1056.3891836054545,-348.2822505587203,660.1884792613355,721.8374893715462,-1142.429189187762,-562.0083974402444,297.3658429924225,1755.2306826038207,-990.872712111703,-451.8183770328864,-0.7886620063649985,1398.1365801686886,-541.8434333073913,-290.3143571398857,199.7581892697268,667.5321727068422,-778.5240308229797,176.56279120657956
1174.7897550908067,-435.880106291147,486.72754774657705,-1147.3854059302823,-264.4409619918783,1162.063698811687,-880.3772603746717,-482.3624979170129,432.52794018764246,1594.6233428362286,293.41666517135405,-1134.7484745073718,-891.1589230259584,-635.1758286435904,0.4901145021902253,1489.3447455183905,-737.2174675602635,28.91257728978717,1006.8854240117872,-784.7480528798662,-382.232724521062,254.56070311260453,920.3926489322316,-642.4813312443584,1180.7929959067628,-907.6834345457168,176.2432200937517,-512.2431509724237,-513.9062529069997,1459.889684901931,-1081.2513802669985,-375.4567934848609,583.889474713047,868.9993261163859,-1159.510755786393,-582.2098280364033,243.21859932397567,1748.7371370791932,-979.1335034921724,-478.59708773317385,-41.682242586017786,1316.2369765120516,-419.6668451249751,-300.1946416756128,160.10785353302265,793.5094294774268,-790.2838889722785,126.79465299145352
1452.966115254496,-441.5000246805968,412.0425578141762,-1148.2939000025858,-300.08961626666826,1234.7482364118373,-911.0818408761128,-512.4240444878083,364.02487201515135,1548.2803814840786,460.57960143947673,-1111.8040117136995,-921.905817612226,-641.1837367563922,-37.24508158188965,1483.7318178399437,-760.685811110487,-10.93161184099221,1145.9136623616005,-809.9368033327625,-406.4474251839009,197.75456702453303,1034.86170595604,-652.7224983761905,1087.181316266107,-935.8292716661696,125.0035661429129,-375.7887519507874,-540.3564574114864,1412.097011651704,-1101.5665467886288,-401.4917154210676,511.704399721586,1006.2325281854004,-1169.013483402054,-601.1835135636564,193.3873079497939,1725.9828726765084,-955.9396264873808,-503.461823756193,-80.00444138059187,1228.797276043076,-284.6563787758728,-310.1892133892588,122.38499962906072,909.5424997302604,-803.2833142044016,79.65408905823743
1724.1673824549891,-447.5921613246493,342.4415283919581,-1139.5468583923862,-335.315718156325,1292.0852483680253,-942.5279814765884,-540.982888514118,299.8831457931379,1489.6305388079895,627.1504934731379,-1075.577472539927,-954.3219547864132,-646.2240506162428,-73.40708442677088,1462.3003959997147,-785.9423673272735,-47.97994471268382,1273.0299187147089,-835.7543492853343,-429.4762399501285,145.4574219060903,1135.840729248827,-662.7835655485227,990.0428109713424,-964.638597494598,77.68981092824343,-229.5932967394133,-565.1814097870807,1352.5131778644377,-1115.9219222408456,-426.22997094357993,443.9596942989096,1131.2698144377716,-1169.451508163873,-619.1829996306853,147.38192542073404,1688.3058195207336,-920.150258174142,-526.3378269887792,-116.26067967774864,1137.6833459506283,-138.40622739373237,-320.73941511941,86.19300172101833,1013.7304051727314,-817.9147630167273,34.62851301975241
1985.9040412651807,-454.4448113050675,277.9635492345405,-1119.8224617389217,-369.94444151677686,1333.664568215528,-973.8253589435996,-567.8741993857424,239.9726073158807,1420.487672574026,790.3707710589684,-1025.101086337009,-987.794242907196,-650.5763723749131,-108.35221175431136,1426.3860709479477,-812.5870067622377,-82.70868013503527,1386.2260536926278,-861.5823861509539,-451.1638771586652,97.31463661393006,1221.9047136198424,-673.0767143980087,891.2854380988316,-993.1986391493476,33.81119809268797,-75.71524003822533,-588.2323006445508,1283.0021220937138,-1122.871564256649,-449.554902731719,380.7970611149892,1242.14391879839,-1159.3860965553908,-636.5131065926028,104.6781784756716,1637.2841091804344,-870.8381283826526,-547.2154128147588,-150.91239150135553,1044.6431315835616,17.118063427079147,-332.2558609261519,51.22248811472719,1104.466277128189,-834.493009585912,-8.751122403270076
2235.754809332825,-462.327907469522,218.47972461659384,-1087.9514573791394,-403.7600916023978,1359.4387903166462,-1003.9185846577844,-592.966742628545,184.04032552797668,1342.7422852716825,947.524047685658,-959.686260446673,-1021.5257707170216,-654.5679815923863,-142.37592082397137,1377.5547960112465,-840.0542409581258,-115.5476326983128,1483.8266096116834,-886.664073130639,-471.3874171579204,52.88626079777938,1292.0022822070714,-684.0165987193894,792.6605437745905,-1020.4285001455132,-7.147118444218616,83.50358622974524,-609.410045557174,1205.4992681119263,-1120.9817505780422,-471.398904806929,322.19259373881715,1337.2397370192705,-1137.4803296717887,-653.5215826922407,64.74525916056567,1574.6767195130958,-807.3407125406546,-566.155132005505,-184.36139320682125,951.26789604211,179.62520480037873,-345.0989513856431,17.269691538921773,1180.4793698945523,-853.2320019496833,-50.89088387049836
2471.39712224853,-471.4782208346273,163.72045981520117,-1042.9709166829118,-436.5217954289679,1369.709381287151,-1031.6042570755176,-616.1732387173064,131.73877934703927,1258.3037345118069,1096.0160714436677,-878.9703994529365,-1054.5418798812102,-658.5631060625265,-175.70558631927278,1317.544209537606,-867.6110637185037,-146.86650064518062,1564.529355963092,-910.1128217495492,-490.0669741606672,11.677443270026457,1345.47508241963,-696.002267374896,695.7282989514241,-1045.098175332673,-45.69783101757143,245.5012797031214,-628.6736658245127,1121.9523926245788,-1108.88064260942,-491.74998602643984,267.97985131972933,1415.332928221315,-1102.555505094217,-670.58825320301,27.07071056475679,1502.361981959746,-729.3060621185232,-583.2901064511798,-216.9386314809013,858.9617201067995,346.5578623951397,-359.5594506536046,-15.751642828038994,1240.8643817748452,-874.2232207126603,-92.11953012066814
2690.6426147215666,-482.0841717608157,113.30497866229756,-984.1749448209764,-467.9797581858411,1365.1019888735218,-1055.5551522771266,-637.4589342437174,82.65488115866454,1169.0461754860337,1233.449954795532,-782.9553608795385,-1085.703585213529,-662.9491466890231,-208.49708197803145,1248.2030424249674,-894.3608389240236,-176.965919197234,1627.4322371541905,-930.9270629268468,-507.1743298957072,-26.83217491150244,1382.063116974313,-709.3980050248165,601.8318014410887,-1065.8551383873391,-82.32839403118662,407.5693891039821,-646.0464941289295,1034.2659799103649,-1085.3107102895638,-510.6559602428202,217.8756542018543,1475.6139420524871,-1053.6470960527604,-688.111871683796,-8.818208416689814,1422.276246839289,-636.730827980153,-598.8253963196934,-248.89738436771083,768.9196428474949,515.1642199731926,-375.83970257628687,-47.80512173008629,1285.0973552523571,-897.416392723327,-132.67941158016103
2891.4763423195345,-494.2707490634328,66.77174079533371,-911.1599902839506,-497.8913934577095,1346.5324142315778,-1074.3514335600173,-656.8480958636164,36.33860859655955,1076.7597841013871,1357.693666158743,-672.0352334569761,-1113.7285943195643,-668.1201697557121,-240.8349708847238,1171.430905026568,-919.25384864601,-206.07314210590576,1672.046268039408,-948.0110742400446,-522.7391697924701,-63.16114346098641,1401.8964562183012,-724.5135403781354,512.0800459439075,-1081.2583176059254,-117.4816949369607,566.9334764788945,-661.6199819832386,944.250720496048,-1049.1821205095882,-528.2260506223156,171.50737703657887,1517.6971439505717,-990.0578917850902,-706.4949483437052,-43.33721838791547,1336.3548345186855,-529.9881548537247,-613.034322786486,-280.4108158411258,682.1144942514888,682.578484750337,-394.0361167648904,-78.73340369355509,1313.0380519130138,-922.6034244127436,-172.72249156318134
