,entropy,skewness,kurtosis
0,2.605193362678115,1.0391014109187515,0.9041966632504677
1,2.934392011760925,0.7515442881722876,-0.7649082192099592
2,2.9122845429119475,0.8294050158552693,-0.3161922009994633
3,3.071913034015656,0.6556553644029215,-0.8654911169291677
4,2.980281218520842,0.7093191202686756,-0.32691577633007274
5,2.754127796906726,0.9470639426722449,0.10399190946179449
6,3.0246801145395676,0.6911434686522909,-0.7933244165933715
7,2.9211011342978837,0.6985206359105873,-0.7715306666007775
8,3.0143910151601556,0.7251090846134411,-0.7791265996465611
9,3.0520453743066502,0.715587693920414,-0.7530695584913598
10,2.9556862780360382,0.7391584520914551,-0.7336333795359877
11,2.995563697117599,0.710969403872148,-0.7271325685287278
12,2.8356753429134063,0.8953754666745933,-0.08265145973223431
13,2.8861503938222812,0.7592265290712878,-0.1618232987518322
14,2.879932890785532,0.8629784981788609,-0.21215855453644972
15,3.031036278114629,0.7153388391870732,-0.5983908534046924
16,2.923278523133558,0.7656467294739703,-0.47129844277438737
17,3.0312368042147906,0.6897992094414119,-0.8201995774805679
18,3.0055420967419684,0.7073823764541813,-0.8062819318852759
19,2.9515512855280286,0.7514154451477677,-0.816529806504962
20,3.0844973649539797,0.6510598020615862,-0.7589388146931406
21,2.9967328601587804,0.7017104937200954,-0.8926582638912088
22,2.9828665072287364,0.7321743334044691,-0.6539114703581199
23,2.8605317979712797,0.8823995950989991,-0.3233095901121672
24,2.997283974438187,0.7273016907157602,-0.7620645125195851
25,2.983469517425537,0.6879750795184056,-0.7827777737791437
26,2.8971799842407364,0.7684042880230734,-0.26237685100517805
27,3.0567637279270228,0.7518248677227006,-0.668262544225203
28,2.846355615678468,0.7144117050846936,-0.35017649027788256
29,3.002559647514368,0.6971124028452467,-0.790720121181018
30,3.0072734610743663,0.721611732984096,-0.8068893579670151
31,3.0001713119960143,0.7175298007704245,-0.7662531157685484
32,2.997317958056763,0.7072535509237964,-0.8182776865626811
33,2.75705168301477,0.7948228602682592,0.22571167800526037
34,2.798988750504627,0.14160504980214803,0.3013804056073499
35,3.1418422400113957,-0.29173356949013757,-0.8105349501813257
36,2.988249124106733,-0.015582248683281308,-0.29693285543107484
37,2.9234602486933055,0.7256333929662951,-0.43803367797268944
38,2.9759834987554457,0.7471245485287673,-0.7023575759564356
39,2.948440490557389,0.8033781515912358,-0.6532157549989659
40,2.746074296005462,0.9942857990899161,0.05423577786911826
41,2.597531503356564,1.1023860526047708,0.3788499333998572
42,3.087327389487969,0.6574964780141311,-0.7127458603893255
43,3.0472901349620964,0.6883735061470896,-0.7610879137944728
44,3.0321942488641755,0.7709439688581315,-0.6110748198757645
45,3.024594973684162,0.747343406987132,-0.6816311381433411
46,2.9817284019712456,0.7524005856972087,-0.6613352443759792
47,3.04630414642288,0.7475322371079063,-0.3147071852342691
